season,round,race_date,circuit_id,driver_id,constructor_id,grid,power_unit,reg_reset,driver_prior_starts,driver_prior_dnf_rate,constructor_prev_season_dnf_rate,circuit_hist_dnf_rate,dnf,dnf_category,label_unsure,disqualified,status,position_text
2000,7,2000-06-04,monaco,salo,sauber,13,Ferrari,False,6,0.3333333333333333,,,False,,False,False,Finished,5
2000,7,2000-06-04,monaco,hakkinen,mclaren,5,Mercedes,False,6,0.3333333333333333,,,False,,False,False,+1 Lap,6
2000,7,2000-06-04,monaco,villeneuve,bar,17,Honda,False,6,0.5,,,False,,False,False,+1 Lap,7
2000,7,2000-06-04,monaco,heidfeld,prost,18,Peugeot,False,5,0.6,,,False,,False,False,+1 Lap,8
2000,7,2000-06-04,monaco,herbert,jaguar,11,Cosworth,False,6,0.5,,,False,,False,False,+2 Laps,9
2000,7,2000-06-04,monaco,frentzen,jordan,4,Mugen-Honda,False,6,0.5,,,True,accident,False,False,Spun off,10
2000,7,2000-06-04,monaco,verstappen,arrows,15,Supertec,False,6,0.6666666666666666,,,True,accident,False,False,Spun off,R
2000,7,2000-06-04,monaco,michael_schumacher,ferrari,1,Ferrari,False,6,0.0,,,True,mechanical,False,False,Suspension,R
2000,7,2000-06-04,monaco,zonta,bar,20,Honda,False,6,0.3333333333333333,,,True,accident,False,False,Spun off,R
2000,7,2000-06-04,monaco,ralf_schumacher,williams,9,BMW,False,6,0.3333333333333333,,,True,accident,False,False,Spun off,R
2000,7,2000-06-04,monaco,trulli,jordan,2,Mugen-Honda,False,6,0.5,,,True,mechanical,False,False,Gearbox,R
2000,7,2000-06-04,monaco,diniz,sauber,19,Ferrari,False,6,0.5,,,True,accident,False,False,Spun off,R
2000,7,2000-06-04,monaco,alesi,prost,7,Peugeot,False,6,0.6666666666666666,,,True,mechanical,False,False,Transmission,R
2000,7,2000-06-04,monaco,mazzacane,minardi,22,Ford,False,6,0.16666666666666666,,,True,accident,False,False,Spun off,R
2000,7,2000-06-04,monaco,gene,minardi,21,Ford,False,6,0.5,,,True,mechanical,False,False,Gearbox,R
2000,7,2000-06-04,monaco,wurz,benetton,12,Supertec,False,6,0.3333333333333333,,,True,accident,False,False,Spun off,R
2000,7,2000-06-04,monaco,button,williams,14,BMW,False,6,0.6666666666666666,,,True,mechanical,False,False,Engine,R
2000,8,2000-06-18,villeneuve,michael_schumacher,ferrari,1,Ferrari,False,7,0.14285714285714285,,,False,,False,False,Finished,1
2000,8,2000-06-18,villeneuve,barrichello,ferrari,3,Ferrari,False,7,0.2857142857142857,,,False,,False,False,Finished,2
2000,8,2000-06-18,villeneuve,fisichella,benetton,10,Supertec,False,7,0.0,,,False,,False,False,Finished,3
2000,8,2000-06-18,villeneuve,hakkinen,mclaren,4,Mercedes,False,7,0.2857142857142857,,,False,,False,False,Finished,4
2000,8,2000-06-18,villeneuve,verstappen,arrows,13,Supertec,False,7,0.7142857142857143,,,False,,False,False,Finished,5
2000,8,2000-06-18,villeneuve,trulli,jordan,7,Mugen-Honda,False,7,0.5714285714285714,,,False,,False,False,Finished,6
2000,8,2000-06-18,villeneuve,coulthard,mclaren,2,Mercedes,False,7,0.14285714285714285,,,False,,False,False,Finished,7
2000,8,2000-06-18,villeneuve,zonta,bar,8,Honda,False,7,0.42857142857142855,,,False,,False,False,Finished,8
2000,8,2000-06-18,villeneuve,wurz,benetton,14,Supertec,False,7,0.42857142857142855,,,False,,False,False,Finished,9
2000,8,2000-06-18,villeneuve,diniz,sauber,19,Ferrari,False,7,0.5714285714285714,,,False,,False,False,Finished,10
2000,8,2000-06-18,villeneuve,button,williams,18,BMW,False,7,0.7142857142857143,,,False,,False,False,+1 Lap,11
2000,8,2000-06-18,villeneuve,mazzacane,minardi,22,Ford,False,7,0.2857142857142857,,,False,,False,False,+1 Lap,12
2000,8,2000-06-18,villeneuve,irvine,jaguar,16,Cosworth,False,7,0.42857142857142855,,,False,,False,False,+3 Laps,13
2000,8,2000-06-18,villeneuve,ralf_schumacher,williams,12,BMW,False,7,0.42857142857142855,,,True,accident,False,False,Collision,14
2000,8,2000-06-18,villeneuve,villeneuve,bar,6,Honda,False,7,0.42857142857142855,,,True,accident,False,False,Collision,15
2000,8,2000-06-18,villeneuve,gene,minardi,20,Ford,False,7,0.5714285714285714,,,True,accident,False,False,Spun off,16
2000,8,2000-06-18,villeneuve,rosa,arrows,9,Supertec,False,6,0.6666666666666666,,,True,accident,False,False,Collision,R
2000,8,2000-06-18,villeneuve,salo,sauber,15,Ferrari,False,7,0.2857142857142857,,,True,mechanical,False,False,Electrical,R
2000,8,2000-06-18,villeneuve,alesi,prost,17,Peugeot,False,7,0.7142857142857143,,,True,mechanical,False,False,Electrical,R
2000,8,2000-06-18,villeneuve,heidfeld,prost,21,Peugeot,False,6,0.5,,,True,mechanical,False,False,Engine,R
2000,8,2000-06-18,villeneuve,frentzen,jordan,5,Mugen-Honda,False,7,0.5714285714285714,,,True,mechanical,False,False,Brakes,R
2000,8,2000-06-18,villeneuve,herbert,jaguar,11,Cosworth,False,7,0.42857142857142855,,,True,mechanical,False,False,Gearbox,R
2000,9,2000-07-02,magny_cours,coulthard,mclaren,2,Mercedes,False,8,0.125,,,False,,False,False,Finished,1
2000,9,2000-07-02,magny_cours,hakkinen,mclaren,4,Mercedes,False,8,0.25,,,False,,False,False,Finished,2
2000,9,2000-07-02,magny_cours,barrichello,ferrari,3,Ferrari,False,8,0.25,,,False,,False,False,Finished,3
2000,9,2000-07-02,magny_cours,villeneuve,bar,7,Honda,False,8,0.5,,,False,,False,False,Finished,4
2000,9,2000-07-02,magny_cours,ralf_schumacher,williams,5,BMW,False,8,0.5,,,False,,False,False,Finished,5
2000,9,2000-07-02,magny_cours,trulli,jordan,9,Mugen-Honda,False,8,0.5,,,False,,False,False,Finished,6
2000,9,2000-07-02,magny_cours,frentzen,jordan,8,Mugen-Honda,False,8,0.625,,,False,,False,False,+1 Lap,7
