season,round,race_name,race_date,circuit_id,circuit_name,driver_id,driver_code,driver_name,constructor_id,constructor_name,grid,position,position_text,laps,status
2000,8,Canadian Grand Prix,2000-06-18,villeneuve,Circuit Gilles Villeneuve,heidfeld,HEI,Nick Heidfeld,prost,Prost,21,20,R,34,Engine
2000,8,Canadian Grand Prix,2000-06-18,villeneuve,Circuit Gilles Villeneuve,frentzen,,Heinz-Harald Frentzen,jordan,Jordan,5,21,R,32,Brakes
2000,8,Canadian Grand Prix,2000-06-18,villeneuve,Circuit Gilles Villeneuve,herbert,,Johnny Herbert,jaguar,Jaguar,11,22,R,14,Gearbox
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,coulthard,COU,David Coulthard,mclaren,McLaren,2,1,1,72,Finished
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,hakkinen,,Mika Häkkinen,mclaren,McLaren,4,2,2,72,Finished
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,barrichello,BAR,Rubens Barrichello,ferrari,Ferrari,3,3,3,72,Finished
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,villeneuve,VIL,Jacques Villeneuve,bar,BAR,7,4,4,72,Finished
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,ralf_schumacher,SCH,Ralf Schumacher,williams,Williams,5,5,5,72,Finished
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,trulli,TRU,Jarno Trulli,jordan,Jordan,9,6,6,72,Finished
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,frentzen,,Heinz-Harald Frentzen,jordan,Jordan,8,7,7,71,+1 Lap
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,button,BUT,Jenson Button,williams,Williams,10,8,8,71,+1 Lap
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,fisichella,FIS,Giancarlo Fisichella,benetton,Benetton,14,9,9,71,+1 Lap
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,salo,,Mika Salo,sauber,Sauber,12,10,10,71,+1 Lap
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,diniz,,Pedro Diniz,sauber,Sauber,15,11,11,71,+1 Lap
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,heidfeld,HEI,Nick Heidfeld,prost,Prost,16,12,12,71,+1 Lap
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,irvine,,Eddie Irvine,jaguar,Jaguar,6,13,13,70,+2 Laps
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,alesi,,Jean Alesi,prost,Prost,18,14,14,70,+2 Laps
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,gene,,Marc Gené,minardi,Minardi,21,15,15,70,+2 Laps
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,michael_schumacher,MSC,Michael Schumacher,ferrari,Ferrari,1,16,R,58,Engine
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,rosa,DLR,Pedro de la Rosa,arrows,Arrows,13,17,R,45,Transmission
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,wurz,WUR,Alexander Wurz,benetton,Benetton,17,18,R,34,Spun off
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,mazzacane,,Gastón Mazzacane,minardi,Minardi,22,19,R,31,Spun off
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,verstappen,,Jos Verstappen,arrows,Arrows,20,20,R,25,Transmission
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,herbert,,Johnny Herbert,jaguar,Jaguar,11,21,R,20,Gearbox
2000,9,French Grand Prix,2000-07-02,magny_cours,Circuit de Nevers Magny-Cours,zonta,ZON,Ricardo Zonta,bar,BAR,19,22,R,16,Spun off
2000,10,Austrian Grand Prix,2000-07-16,red_bull_ring,Red Bull Ring,hakkinen,,Mika Häkkinen,mclaren,McLaren,1,1,1,71,Finished
2000,10,Austrian Grand Prix,2000-07-16,red_bull_ring,Red Bull Ring,coulthard,COU,David Coulthard,mclaren,McLaren,2,2,2,71,Finished
2000,10,Austrian Grand Prix,2000-07-16,red_bull_ring,Red Bull Ring,barrichello,BAR,Rubens Barrichello,ferrari,Ferrari,3,3,3,71,Finished
